[0, 19.72999954223633, 329.01938979446186, 48.731933906557934, 3]
[1, 8.470000267028809, 172.3000433666241, 64.71548520494312, 4]
[2, 15.56999969482422, 3462.211642562739, 273.6623118377748, 5]
[3, 16.46999931335449, 2208.642973687192, 354.43006134033226, 5]
[4, 9.75, 430.03418146604383, 520.8823453643139, 8]
[5, 13.57999992370605, 241.769319249231, 122.57655806886122, 5]
[6, 8.329999923706055, 1144.9555491335527, 88.37687420658874, 2]
[7, 17.40999984741211, 3769.411549646509, 424.7124757934369, 4]
[8, 11.56999969482422, 5166.400745781849, 270.18765726313075, 5]
[9, 14.15999984741211, 789.1954975906506, 189.34543393552357, 4]
[10, 13.5600004196167, 972.2008461509897, 201.38400223385543, 2]
[11, 18.11000061035156, 20.283698139153785, 343.25584608456035, 3]
[12, 8.539999961853027, 1094.6259937264235, 54.77910505374877, 3]
[13, 15.48999977111816, 11.702596215760082, 205.19673236692324, 5]
[14, 8.390000343322754, 2907.454335895712, 192.88674697279757, 3]
[15, 13.15999984741211, 8661.314457000677, 940.2247619628888, 9]
[16, 12.85000038146973, 2493.7256863006273, 157.69583094492555, 6]
[17, 8.720000267028809, 2443.9511259219794, 253.949773889035, 3]
[18, 7.559999942779541, 1428.7442340514149, 34.45441996154798, 2]
[19, 10.64000034332275, 1160.55488058845, 174.90076138917357, 5]
[20, 14.73999977111816, 2267.815672302445, 178.79485081939492, 3]
[21, 16.20999908447266, 295.89094339184044, 244.0845138793793, 3]
[22, 12.53999996185303, 3914.4336866559274, 533.1456071228006, 16]
[23, 14.21000003814697, 8914.379265253376, 417.0173244141053, 10]
[24, 13.72999954223633, 1571.2381433118633, 248.61132288817188, 3]
[25, 10.27999973297119, 3801.5516952284343, 120.51460561528788, 2]
[26, 12.0600004196167, 1478.8828325150125, 370.82876720582186, 9]
[27, 12.4399995803833, 188.367642841347, 93.54557091672905, 3]
[28, 16.8700008392334, 338.55946778473333, 206.38565183104959, 3]
[29, 9.75, 2953.2558355871524, 382.6637517395402, 4]
[30, 18.70999908447266, 6819.514816083933, 328.10252329101917, 6]
[31, 12.07999992370605, 6030.525391125344, 604.9999237060525, 14]
[32, 9.800000190734863, 3691.8039255529748, 139.08924521505728, 2]
[33, 20.8799991607666, 3997.4595774660174, 60.25313209230091, 3]
[34, 19.61000061035156, 1109.9542978814595, 593.7092049438503, 10]
[35, 10.89000034332275, 2539.0011549727274, 216.56520252674738, 3]
[36, 13.8100004196167, 2298.3669987998856, 197.93263090820824, 3]
[37, 11.14999961853027, 3563.7801077023696, 264.29925603046917, 3]
[38, 11.09000015258789, 4000.2927498271397, 223.83980719605287, 4]
[39, 12.35000038146973, 29.92947114566827, 42.240909179673054, 2]
[40, 14.22000026702881, 485.22277841880765, 54.4260782469064, 3]
[41, 14.4399995803833, 2505.6486659149714, 73.72316199494526, 4]
[42, 14.30000019073486, 3344.199382911651, 362.33380680228515, 2]
[43, 14.85000038146973, 7878.8460156262345, 312.42065019533146, 10]
[44, 13.72000026702881, 2884.5816350473483, 344.1372061278685, 5]
[45, 16.29000091552734, 1246.1610706579995, 232.98814449459314, 3]
[46, 14.44999980926514, 16286.603699008141, 160.03266946971416, 7]
[47, 12.55000019073486, 8966.775182078003, 399.2959799803802, 9]
[48, 16.13999938964844, 627.9846395892546, 113.57133914809674, 3]
[49, 16.86000061035156, 937.3942856905849, 147.06994817696255, 2]
[50, 12.30000019073486, 965.0417628756807, 249.83181164553315, 3]
[51, 10.52999973297119, 2783.063966150168, 256.62297106906965, 2]
[52, 14.07999992370605, 1537.7351498750168, 473.3919297605753, 13]
[53, 8.829999923706055, 867.3415217897913, 76.56089931633373, 2]
[54, 17.84000015258789, 6522.359490666871, 388.487901709042, 10]
[55, 14.47000026702881, 9976.155564266082, 389.41196362301827, 4]
[56, 9.90999984741211, 3473.183528704085, 177.9460731446753, 3]
[57, 18.67000007629395, 2821.5584433803947, 328.6932151000955, 5]
[58, 8.579999923706055, 832.1717221206608, 64.90261453855791, 3]
[59, 10.81999969482422, 1885.708869471768, 252.34058319125143, 3]
[60, 13.26000022888184, 26814.944633766696, 3986.3081742553054, 5]
[61, 9.920000076293945, 1280.6035826418824, 171.50104670412816, 5]
[62, 9.899999618530273, 1863.9587613646304, 122.41795041505303, 2]
[63, 7.539999961853027, 2568.921678078416, 120.25206584483317, 2]
[64, 13.4399995803833, 503.347961347842, 1087.130243908614, 10]
[65, 8.079999923706055, 227.59562223477715, 59.85328132286718, 2]
[66, 13.28999996185303, 514.374415809323, 385.6759019652373, 7]
[67, 18.98999977111816, 4802.066156010463, 155.63704033195972, 4]
[68, 14.67000007629395, 2937.39766381889, 270.8872222900401, 10]
[69, 12.23999977111816, 388.85717740142695, 590.0721024780047, 15]
[70, 11.89000034332275, 6265.45226660793, 236.58171196281694, 4]
[71, 7.420000076293945, 596.0207856945639, 48.30306892096996, 2]
[72, 8.270000457763672, 2679.3322137913037, 173.1957871094346, 5]
[73, 14.89000034332275, 1850.6992312582943, 816.5284257568403, 16]
[74, 12.56999969482422, 5819.010925765191, 331.4920015623793, 9]
[75, 11.55000019073486, 330.4796398704128, 125.9990847166623, 2]
[76, 16.51000022888184, 475.4088557126465, 423.32411539927074, 10]
[77, 19.6299991607666, 641.5081590050224, 156.93032120665885, 2]
